Time,specific_humidity[unit:kg/kg]_0
2010-01-01 00:00:00Z,0.004598502069711685
2010-01-02 00:00:00Z,0.004524571355432272
2010-01-03 00:00:00Z,0.003822523867711425
2010-01-04 00:00:00Z,0.0036808117292821407
2010-01-05 00:00:00Z,0.003744386835023761
2010-01-06 00:00:00Z,0.004187766928225756
2010-01-07 00:00:00Z,0.0044964454136788845
2010-01-08 00:00:00Z,0.004795253276824951
2010-01-09 00:00:00Z,0.00481332978233695
2010-01-10 00:00:00Z,0.0047147925943136215
2010-01-11 00:00:00Z,0.0046236212365329266
2010-01-12 00:00:00Z,0.0048530190251767635
2010-01-13 00:00:00Z,0.005054840352386236
2010-01-14 00:00:00Z,0.004087994806468487
2010-01-15 00:00:00Z,0.003773783566430211
2010-01-16 00:00:00Z,0.004181872121989727
2010-01-17 00:00:00Z,0.004935592878609896
2010-01-18 00:00:00Z,0.005789593793451786
2010-01-19 00:00:00Z,0.005215922836214304
2010-01-20 00:00:00Z,0.005042661912739277
2010-01-21 00:00:00Z,0.005310588516294956
2010-01-22 00:00:00Z,0.004476089496165514
2010-01-23 00:00:00Z,0.004062987398356199
2010-01-24 00:00:00Z,0.004212449304759502
2010-01-25 00:00:00Z,0.004621431231498718
2010-01-26 00:00:00Z,0.005044928286224604
2010-01-27 00:00:00Z,0.004896886646747589
2010-01-28 00:00:00Z,0.004360540769994259
2010-01-29 00:00:00Z,0.004485271871089935
2010-01-30 00:00:00Z,0.004873782396316528
2010-01-31 00:00:00Z,0.004387216176837683
2010-02-01 00:00:00Z,0.0047933971509337425
2010-02-02 00:00:00Z,0.005022632423788309
2010-02-03 00:00:00Z,0.004988976288586855
2010-02-04 00:00:00Z,0.005013763438910246
2010-02-05 00:00:00Z,0.005623564124107361
2010-02-06 00:00:00Z,0.005778924562036991
2010-02-07 00:00:00Z,0.004943654872477055
2010-02-08 00:00:00Z,0.004606281872838736
2010-02-09 00:00:00Z,0.004749282728880644
2010-02-10 00:00:00Z,0.004641653038561344
2010-02-11 00:00:00Z,0.00478814821690321
2010-02-12 00:00:00Z,0.005165604408830404
2010-02-13 00:00:00Z,0.004989813547581434
2010-02-14 00:00:00Z,0.004635748919099569
2010-02-15 00:00:00Z,0.004922304768115282
2010-02-16 00:00:00Z,0.005371681414544582
2010-02-17 00:00:00Z,0.005172132980078459
2010-02-18 00:00:00Z,0.005066202487796545
2010-02-19 00:00:00Z,0.004953100346028805
2010-02-20 00:00:00Z,0.0051099336706101894
2010-02-21 00:00:00Z,0.004725515376776457
2010-02-22 00:00:00Z,0.003923564683645964
2010-02-23 00:00:00Z,0.003515853313729167
2010-02-24 00:00:00Z,0.0049655563198029995
2010-02-25 00:00:00Z,0.0048970808275043964
2010-02-26 00:00:00Z,0.005169197451323271
2010-02-27 00:00:00Z,0.005240301601588726
2010-02-28 00:00:00Z,0.004934076219797134
2010-03-01 00:00:00Z,0.005102153867483139
2010-03-02 00:00:00Z,0.005460014566779137
2010-03-03 00:00:00Z,0.004822028335183859
2010-03-04 00:00:00Z,0.004232815466821194
2010-03-05 00:00:00Z,0.004077755846083164
2010-03-06 00:00:00Z,0.004807075951248407
2010-03-07 00:00:00Z,0.005344804842025042
2010-03-08 00:00:00Z,0.004982820712029934
2010-03-09 00:00:00Z,0.0035937358625233173
2010-03-10 00:00:00Z,0.0036718659102916718
2010-03-11 00:00:00Z,0.0034881741739809513
2010-03-12 00:00:00Z,0.004262999165803194
2010-03-13 00:00:00Z,0.004024914000183344
2010-03-14 00:00:00Z,0.003259727731347084
2010-03-15 00:00:00Z,0.0038735803682357073
2010-03-16 00:00:00Z,0.004637421574443579
2010-03-17 00:00:00Z,0.004834301769733429
2010-03-18 00:00:00Z,0.0046446858905255795
2010-03-19 00:00:00Z,0.0036332174204289913
2010-03-20 00:00:00Z,0.003792127361521125
2010-03-21 00:00:00Z,0.004396732896566391
2010-03-22 00:00:00Z,0.004609504248946905
2010-03-23 00:00:00Z,0.0038867867551743984
2010-03-24 00:00:00Z,0.003950939513742924
2010-03-25 00:00:00Z,0.00429989118129015
2010-03-26 00:00:00Z,0.00400109076872468
2010-03-27 00:00:00Z,0.003593846457079053
2010-03-28 00:00:00Z,0.0037812332157045603
