"caliFire.idx_summer.","caliMean_ws.idx_summer.","caliMax_ws.idx_summer.","caliPct95_ws.idx_summer.","caliMean_vpd.idx_summer.","caliMax_vpd.idx_summer.","caliPct95_vpd.idx_summer.","caliMean_fm100.idx_summer.","caliMax_fm100.idx_summer.","caliPct95_fm100.idx_summer.","caliMean_fm1000.idx_summer.","caliMax_fm1000.idx_summer.","caliPct95_fm1000.idx_summer.","caliMean_sph.idx_summer.","caliMax_sph.idx_summer.","caliPct95_sph.idx_summer.","caliMean_tmmn.idx_summer.","caliMax_tmmn.idx_summer.","caliPct95_tmmn.idx_summer.","caliMean_tmmx.idx_summer.","caliMax_tmmx.idx_summer.","caliPct95_tmmx.idx_summer."
0,3.279789686203,5.90000009536743,4.69999980926514,1.50806498527527,3.40000009536743,2.53999996185303,7.31338262557983,12.3000001907349,9.19999980926514,10.1875419616699,14.6000003814697,12.8999996185303,0.00467230845242739,0.00819000042974949,0.00634999992325902,278.997924804688,293.600006103516,287.799987792969,298.201538085938,310.399993896484,307.100006103516
0,3.93612742424011,6.69999980926514,5.69999980926514,1.41385388374329,3.40000009536743,2.5,7.31459379196167,12.1000003814697,9.30000019073486,10.089075088501,14.8000001907349,12.8999996185303,0.00473741302266717,0.00778000010177493,0.00655000004917383,280.688995361328,293.799987792969,288.600006103516,296.869812011719,309.700012207031,305.899993896484
0,3.41262817382812,7.80000019073486,5.59999990463257,1.13136255741119,2.55999994277954,1.88999998569489,7.81872129440308,12.1000003814697,10.1000003814697,10.1028032302856,14.8999996185303,12.8999996185303,0.00533842900767922,0.00884000025689602,0.0075500002130866,278.085601806641,290.799987792969,285.600006103516,295.725006103516,306,303.600006103516
0,5.43770885467529,10.8999996185303,8.60000038146973,0.510938763618469,2.1800000667572,1.25,11.3599452972412,16,14.3000001907349,10.9632778167725,16.2000007629395,14.1000003814697,0.00703012151643634,0.0109299998730421,0.00906999967992306,279.352996826172,293.200012207031,287.5,289.914184570312,303.399993896484,298.200012207031
0,4.14139413833618,9.39999961853027,6.09999990463257,0.616749882698059,2.01999998092651,1.16999995708466,13.6113243103027,19.2999992370605,17.5,11.521915435791,17.3999996185303,15.3000001907349,0.00636857096105814,0.012079999782145,0.00910000037401915,275.937072753906,290.600006103516,285.100006103516,291.7314453125,303,299.700012207031
0,6.86852502822876,12.3000001907349,10.3999996185303,0.386129945516586,1.82000005245209,0.870000004768372,15.2146940231323,21.6000003814697,20.1000003814697,12.2188415527344,18.7000007629395,16.6000003814697,0.00606702687218785,0.0104799997061491,0.00820999965071678,277.276062011719,290.100006103516,286.299987792969,286.545196533203,300.299987792969,294.700012207031
0,4.03803586959839,9.60000038146973,6.30000019073486,0.60812509059906,1.9099999666214,1.20000004768372,15.3462524414062,22.6000003814697,19.6000003814697,12.4924373626709,19.2999992370605,17,0.00551456678658724,0.00977999996393919,0.00786999985575676,275.363922119141,289.5,284.399993896484,289.895935058594,301.700012207031,298.700012207031
0,3.88923740386963,8.60000038146973,6.40000009536743,0.846275091171265,2.14000010490417,1.5,14.1661128997803,20.7000007629395,17.7000007629395,12.5641679763794,19.2999992370605,17,0.00487506948411465,0.008220000192523,0.00712949968874454,275.697326660156,288.399993896484,283.5,291.985900878906,304.100006103516,300.899993896484
0,4.47190523147583,8.5,5.69999980926514,1.02997171878815,2.65000009536743,1.87999999523163,12.7223434448242,20.1000003814697,16.3999996185303,12.5805044174194,19.7999992370605,17,0.00455048773437738,0.00744999991729856,0.00638950010761619,276.926635742188,289.600006103516,284.600006103516,293.322326660156,306.600006103516,302.899993896484
0,4.61870670318604,9.10000038146973,7,1.01213455200195,2.58999991416931,1.80999994277954,11.6636581420898,19.7000007629395,16,12.6062116622925,20.2000007629395,17.1000003814697,0.00418160343542695,0.00630000000819564,0.00536999991163611,275.84619140625,289.899993896484,284.5,292.842987060547,305,301.299987792969
0,2.70098853111267,5.09999990463257,4.09999990463257,1.06595540046692,2.78999996185303,1.97000002861023,10.565203666687,17.6000003814697,14.3999996185303,12.2983856201172,19.7999992370605,16.7000007629395,0.00509893195703626,0.00817000027745962,0.00658999988809228,278.316009521484,290,285.100006103516,294.249908447266,306.799987792969,303.600006103516
0,2.70602107048035,6.19999980926514,4.80000019073486,1.02702713012695,2.4300000667572,1.80999994277954,10.4328689575195,16.2999992370605,13.8999996185303,12.0738067626953,19.3999996185303,16.2999992370605,0.00595426559448242,0.00898000039160252,0.00765000004321337,279.370483398438,291.200012207031,286.700012207031,295.032684326172,305.299987792969,302.899993896484
0,2.21716856956482,4.59999990463257,3.29999995231628,1.07809245586395,2.35999989509583,1.78999996185303,10.8540601730347,18.1000003814697,14.3000001907349,11.9502868652344,19.6000003814697,16.1000003814697,0.00656261760741472,0.00980000011622906,0.00840950012207031,279.662811279297,290.200012207031,286.200012207031,296.601898193359,306.700012207031,304
0,3.00609588623047,5.40000009536743,4,1.1673481464386,2.6800000667572,1.92999994754791,11.3477296829224,19.2000007629395,16,12.0499238967896,20.2999992370605,16.2000007629395,0.00677100475877523,0.0102000003680587,0.00860000029206276,280.472595214844,291.799987792969,287.100006103516,297.458984375,308.5,305.299987792969
0,2.92092156410217,4.59999990463257,3.90000009536743,1.246617436409,2.76999998092651,2.05999994277954,11.2236204147339,18,15.3000001907349,12.0834808349609,20.2000007629395,16.2000007629395,0.00748365884646773,0.0113199995830655,0.00961000006645918,281.919067382812,292.5,288.100006103516,298.743286132812,309.600006103516,306.799987792969
0,2.93531942367554,5.69999980926514,4.09999990463257,1.46147871017456,3.1800000667572,2.5,10.7506370544434,17.1000003814697,14.5,12.0933609008789,20.1000003814697,16.1000003814697,0.00730225490406156,0.0121200000867248,0.0101795000955462,283.160797119141,294.5,290.299987792969,299.959838867188,311.200012207031,308.899993896484
0,2.63176846504211,5.59999990463257,3.90000009536743,1.6883704662323,3.83999991416931,2.89000010490417,9.99066257476807,15.6999998092651,13.3999996185303,12.052737236023,19.7999992370605,16,0.00671434262767434,0.0110499998554587,0.00944000016897917,283.562194824219,297.299987792969,291.799987792969,301.016784667969,313.5,310.100006103516
0,2.77046656608582,4.59999990463257,3.59999990463257,1.66063523292542,3.80999994277954,2.88000011444092,9.35144805908203,14.6000003814697,12.3999996185303,11.8448419570923,19.2999992370605,15.6000003814697,0.00653008418157697,0.0101199997588992,0.0083600003272295,283.493499755859,297.399993896484,291.200012207031,300.574401855469,312.200012207031,309.399993896484
0,3.32291793823242,5.30000019073486,4.59999990463257,1.51708507537842,3.48000001907349,2.57999992370605,8.96796131134033,14.3000001907349,11.6999998092651,11.6125173568726,19.2000007629395,15.3000001907349,0.00626142043620348,0.00951999984681606,0.00771000003442168,283.109710693359,294.799987792969,290.100006103516,299.260131835938,310.700012207031,307
0,4.11984062194824,6.69999980926514,6,1.24271285533905,3.14000010490417,2.21950006484985,9.01683521270752,15.5,12.1999998092651,11.389386177063,19.2999992370605,15.1000003814697,0.00586482463404536,0.00903999991714954,0.00767999980598688,280.913848876953,292.799987792969,288,296.716613769531,308.600006103516,305.100006103516
0,3.25377678871155,7.90000009536743,5.30000019073486,1.21704483032227,3.09999990463257,2.14000010490417,9.2034215927124,15.6000003814697,12.6999998092651,11.2243013381958,18.7000007629395,14.8999996185303,0.00532799120992422,0.00851999968290329,0.00718000018969178,278.324615478516,291.799987792969,286,296.494598388672,308,305.299987792969
0,2.89611530303955,5.09999990463257,4.09999990463257,1.55754792690277,3.36999988555908,2.60949993133545,8.9318380355835,14.8000001907349,12.3000001907349,11.1191253662109,18.7000007629395,14.8000001907349,0.00588573422282934,0.00892999954521656,0.00750999990850687,280.3544921875,293.299987792969,287.600006103516,300.091857910156,311.200012207031,308.299987792969
0,2.69857478141785,5,3.59999990463257,1.87660706043243,3.5699999332428,3.05999994277954,8.43913650512695,13.6000003814697,11.1000003814697,11.0157051086426,18.5,14.6000003814697,0.0064849117770791,0.00949000008404255,0.00811950024217367,283.842620849609,295.700012207031,290.899993896484,302.429565429688,312.399993896484,310.299987792969
