Time,Year,Month,Day,vs
1991-07-02,1991,07,02,0.264578134
1991-07-03,1991,07,03,0.260149986
1991-07-04,1991,07,04,0.229056671
1991-07-05,1991,07,05,0.338516682
1991-07-06,1991,07,06,0.279001862
1991-07-07,1991,07,07,0.370577365
1991-07-08,1991,07,08,0.381078571
1991-07-09,1991,07,09,0.24709329
1991-07-10,1991,07,10,0.266002297
1991-07-11,1991,07,11,0.247455478
1991-07-12,1991,07,12,0.273262322
1991-07-13,1991,07,13,0.298788816
1991-07-14,1991,07,14,0.350649565
1991-07-15,1991,07,15,0.327036917
1991-07-16,1991,07,16,0.245591447
1991-07-17,1991,07,17,0.224177301
1991-07-18,1991,07,18,0.261601478
1991-07-19,1991,07,19,0.237648427
1991-07-20,1991,07,20,0.255861223
1991-07-21,1991,07,21,0.234890014
1991-07-22,1991,07,22,0.282596409
1991-07-23,1991,07,23,0.244287252
1991-07-24,1991,07,24,0.265545607
1991-07-25,1991,07,25,0.307494313
1991-07-26,1991,07,26,0.29575035
1991-07-27,1991,07,27,0.312781245
1991-07-28,1991,07,28,0.245052516
1991-07-29,1991,07,29,0.261546254
1991-07-30,1991,07,30,0.299241394
1991-07-31,1991,07,31,0.233608499
1991-08-01,1991,07,01,0.310423106
1991-08-02,1991,08,02,0.28481105
1991-08-03,1991,08,03,0.287565231
1991-08-04,1991,08,04,0.303434849
1991-08-05,1991,08,05,0.281237334
1991-08-06,1991,08,06,0.28918314
1991-08-07,1991,08,07,0.327725381
1991-08-08,1991,08,08,0.242640346
1991-08-09,1991,08,09,0.256218404
1991-08-10,1991,08,10,0.314641565
1991-08-11,1991,08,11,0.297438502
1991-08-12,1991,08,12,0.257627338
1991-08-13,1991,08,13,0.266369194
1991-08-14,1991,08,14,0.254270673
1991-08-15,1991,08,15,0.296046048
1991-08-16,1991,08,16,0.309992701
1991-08-17,1991,08,17,0.245338053
1991-08-18,1991,08,18,0.233837947
1991-08-19,1991,08,19,0.270503312
1991-08-20,1991,08,20,0.296295553
1991-08-21,1991,08,21,0.260041833
1991-08-22,1991,08,22,0.236001939
1991-08-23,1991,08,23,0.239195004
1991-08-24,1991,08,24,0.304071516
1991-08-25,1991,08,25,0.293898225
1991-08-26,1991,08,26,0.284922779
1991-08-27,1991,08,27,0.302154452
1991-08-28,1991,08,28,0.254233509
1991-08-29,1991,08,29,0.258841097
1991-08-30,1991,08,30,0.25437507
1991-08-31,1991,08,31,0.301824719
1991-09-01,1991,08,01,0.324089199
1991-09-02,1991,09,02,0.2783328
1991-09-03,1991,09,03,0.366903812
1991-09-04,1991,09,04,0.347837985
1991-09-05,1991,09,05,0.301275313
1991-09-06,1991,09,06,0.446303129
1991-09-07,1991,09,07,0.410523295
1991-09-08,1991,09,08,0.484693855
1991-09-09,1991,09,09,0.395127207
1991-09-10,1991,09,10,0.363969326
1991-09-11,1991,09,11,0.312752366
1991-09-12,1991,09,12,0.248889759
1991-09-13,1991,09,13,0.339882344
1991-09-14,1991,09,14,0.415967882
1991-09-15,1991,09,15,0.355082542
1991-09-16,1991,09,16,0.308605343
1991-09-17,1991,09,17,0.333222955
1991-09-18,1991,09,18,0.30048582
1991-09-19,1991,09,19,0.290115774
1991-09-20,1991,09,20,0.314673215
1991-09-21,1991,09,21,0.424406856
1991-09-22,1991,09,22,0.376815945
1991-09-23,1991,09,23,0.466099322
1991-09-24,1991,09,24,0.269012004
1991-09-25,1991,09,25,0.300519764
1991-09-26,1991,09,26,0.281883121
1991-09-27,1991,09,27,0.26507616
1991-09-28,1991,09,28,0.302100837
1991-09-29,1991,09,29,0.276888967
1991-09-30,1991,09,30,0.297575623
1991-10-01,1991,09,01,0.349010319
1991-10-02,1991,10,02,0.388121277
1991-10-03,1991,10,03,0.464466482
1991-10-04,1991,10,04,0.47115767
1991-10-05,1991,10,05,0.373268992
1991-10-06,1991,10,06,0.287428707
1991-10-07,1991,10,07,0.348687619
1991-10-08,1991,10,08,0.385137945
1991-10-09,1991,10,09,0.196684971
1991-10-10,1991,10,10,0.28055945
1991-10-11,1991,10,11,0.287704349
1991-10-12,1991,10,12,0.404195189
1991-10-13,1991,10,13,0.46827203
1991-10-14,1991,10,14,0.356370181
1991-10-15,1991,10,15,0.340176642
1991-10-16,1991,10,16,0.428544372
1991-10-17,1991,10,17,0.466968894
1991-10-18,1991,10,18,0.397751957
1991-10-19,1991,10,19,0.306310445
1991-10-20,1991,10,20,0.307340473
1991-10-21,1991,10,21,0.452718645
1991-10-22,1991,10,22,0.399092823
1991-10-23,1991,10,23,0.447708488
1991-10-24,1991,10,24,0.39502576
1991-10-25,1991,10,25,0.366072893
1991-10-26,1991,10,26,0.406905055
1991-10-27,1991,10,27,0.518961191
1991-10-28,1991,10,28,0.467580378
1991-10-29,1991,10,29,0.379278302
1991-10-30,1991,10,30,0.370796442
1991-10-31,1991,10,31,0.423803091
1991-11-01,1991,10,01,0.37142399
1991-11-02,1991,11,02,0.407235861
1991-11-03,1991,11,03,0.43235755
1991-11-04,1991,11,04,0.449995846
1991-11-05,1991,11,05,0.45599556
1991-11-06,1991,11,06,0.469090641
1991-11-07,1991,11,07,0.331557751
1991-11-08,1991,11,08,0.315555274
1991-11-09,1991,11,09,0.385127544
1991-11-10,1991,11,10,0.274761975
1991-11-11,1991,11,11,0.264105231
1991-11-12,1991,11,12,0.381653935
1991-11-13,1991,11,13,0.307381034
1991-11-14,1991,11,14,0.387690246
1991-11-15,1991,11,15,0.442421347
1991-11-16,1991,11,16,0.259318113
1991-11-17,1991,11,17,0.483819008
1991-11-18,1991,11,18,0.400176913
1991-11-19,1991,11,19,0.460586488
1991-11-20,1991,11,20,0.388694048
1991-11-21,1991,11,21,0.409388393
1991-11-22,1991,11,22,0.517529905
1991-11-23,1991,11,23,0.505663872
1991-11-24,1991,11,24,0.411043823
1991-11-25,1991,11,25,0.345983207
1991-11-26,1991,11,26,0.489650428
1991-11-27,1991,11,27,0.470533967
1991-11-28,1991,11,28,0.330578476
1991-11-29,1991,11,29,0.374014616
1991-11-30,1991,11,30,0.305029362
1991-12-01,1991,11,01,0.264198244
1991-12-02,1991,12,02,0.450479805
1991-12-03,1991,12,03,0.458645761
1991-12-04,1991,12,04,0.373977244
1991-12-05,1991,12,05,0.330652446
1991-12-06,1991,12,06,0.400145471
1991-12-07,1991,12,07,0.363311619
1991-12-08,1991,12,08,0.361971587
1991-12-09,1991,12,09,0.354658663
1991-12-10,1991,12,10,0.313290119
1991-12-11,1991,12,11,0.257619143
1991-12-12,1991,12,12,0.426291555
1991-12-13,1991,12,13,0.615456879
1991-12-14,1991,12,14,0.419245154
1991-12-15,1991,12,15,0.356774569
1991-12-16,1991,12,16,0.390888423
1991-12-17,1991,12,17,0.262258589
1991-12-18,1991,12,18,0.315774798
1991-12-19,1991,12,19,0.3458305
1991-12-20,1991,12,20,0.237252519
1991-12-21,1991,12,21,0.313212663
1991-12-22,1991,12,22,0.447539777
1991-12-23,1991,12,23,0.248698056
1991-12-24,1991,12,24,0.223882794
1991-12-25,1991,12,25,0.236934796
1991-12-26,1991,12,26,0.207377285
1991-12-27,1991,12,27,0.232525244
1991-12-28,1991,12,28,0.300365955
1991-12-29,1991,12,29,0.315854728
1991-12-30,1991,12,30,0.237935707
1991-12-31,1991,12,31,0.257876843
1992-01-01,1991,12,01,0.415401906
1992-01-02,1991,01,02,0.418483615
1992-01-03,1991,01,03,0.298912466
1992-01-04,1992,01,04,0.368786246
1992-01-05,1992,01,05,0.307018697
1992-01-06,1992,01,06,0.32866621
1992-01-07,1992,01,07,0.561425149
1992-01-08,1992,01,08,0.38731268
1992-01-09,1992,01,09,0.407722712
1992-01-10,1992,01,10,0.339832842
1992-01-11,1992,01,11,0.310260117
1992-01-12,1992,01,12,0.464526117
1992-01-13,1992,01,13,0.336948216
1992-01-14,1992,01,14,0.411835581
1992-01-15,1992,01,15,0.431876361
1992-01-16,1992,01,16,0.406144023
1992-01-17,1992,01,17,0.275611937
1992-01-18,1992,01,18,0.2780177
1992-01-19,1992,01,19,0.368542224
1992-01-20,1992,01,20,0.282010794
1992-01-21,1992,01,21,0.361263186
1992-01-22,1992,01,22,0.549262166
1992-01-23,1992,01,23,0.517627001
1992-01-24,1992,01,24,0.537415445
1992-01-25,1992,01,25,0.346306354
1992-01-26,1992,01,26,0.287030905
1992-01-27,1992,01,27,0.231577605
1992-01-28,1992,01,28,0.306954443
1992-01-29,1992,01,29,0.286510885
1992-01-30,1992,01,30,0.316880226
1992-01-31,1992,01,31,0.267781675
1992-02-01,1992,01,01,0.243611604
1992-02-02,1992,02,02,0.270778835
1992-02-03,1992,02,03,0.534116566
1992-02-04,1992,02,04,0.282578051
1992-02-05,1992,02,05,0.3106893
1992-02-06,1992,02,06,0.263750881
1992-02-07,1992,02,07,0.214663446
1992-02-08,1992,02,08,0.290724367
1992-02-09,1992,02,09,0.359078676
1992-02-10,1992,02,10,0.286202341
1992-02-11,1992,02,11,0.30198887
1992-02-12,1992,02,12,0.323600382
1992-02-13,1992,02,13,0.317963064
1992-02-14,1992,02,14,0.515559256
1992-02-15,1992,02,15,0.322375506
1992-02-16,1992,02,16,0.361450553
1992-02-17,1992,02,17,0.666975737
1992-02-18,1992,02,18,0.448690027
1992-02-19,1992,02,19,0.363428175
1992-02-20,1992,02,20,0.354310185
1992-02-21,1992,02,21,0.338300884
1992-02-22,1992,02,22,0.281982839
1992-02-23,1992,02,23,0.536914766
1992-02-24,1992,02,24,0.315955281
1992-02-25,1992,02,25,0.412451714
1992-02-26,1992,02,26,0.416029453
1992-02-27,1992,02,27,0.388887674
1992-02-28,1992,02,28,0.304509014
1992-02-29,1992,02,29,0.321693897
1992-03-01,1992,02,01,0.290863335
1992-03-02,1992,03,02,0.250079751
1992-03-03,1992,03,03,0.336677253
1992-03-04,1992,03,04,0.377192974
1992-03-05,1992,03,05,0.313866854
1992-03-06,1992,03,06,0.373505205
1992-03-07,1992,03,07,0.339448363
1992-03-08,1992,03,08,0.474973261
1992-03-09,1992,03,09,0.513500869
1992-03-10,1992,03,10,0.301142603
1992-03-11,1992,03,11,0.338856816
1992-03-12,1992,03,12,0.341730297
1992-03-13,1992,03,13,0.325631887
1992-03-14,1992,03,14,0.292380005
1992-03-15,1992,03,15,0.335176289
1992-03-16,1992,03,16,0.341719568
1992-03-17,1992,03,17,0.30605185
1992-03-18,1992,03,18,0.34870702
1992-03-19,1992,03,19,0.308473408
1992-03-20,1992,03,20,0.390137434
1992-03-21,1992,03,21,0.381594837
1992-03-22,1992,03,22,0.256078362
1992-03-23,1992,03,23,0.30876863
1992-03-24,1992,03,24,0.438913703
1992-03-25,1992,03,25,0.409009516
1992-03-26,1992,03,26,0.316699743
1992-03-27,1992,03,27,0.4300749
1992-03-28,1992,03,28,0.547588229
1992-03-29,1992,03,29,0.263061047
1992-03-30,1992,03,30,0.236650482
1992-03-31,1992,03,31,0.37176761
1992-04-01,1992,03,01,0.210485443
1992-04-02,1992,04,02,0.33647719
1992-04-03,1992,04,03,0.366034269
1992-04-04,1992,04,04,0.260437995
1992-04-05,1992,04,05,0.362326175
1992-04-06,1992,04,06,0.41454342
1992-04-07,1992,04,07,0.411981046
1992-04-08,1992,04,08,0.38237533
1992-04-09,1992,04,09,0.370766461
1992-04-10,1992,04,10,0.457035512
1992-04-11,1992,04,11,0.391121686
1992-04-12,1992,04,12,0.489109218
1992-04-13,1992,04,13,0.362463266
1992-04-14,1992,04,14,0.304964006
1992-04-15,1992,04,15,0.300887704
1992-04-16,1992,04,16,0.282374322
1992-04-17,1992,04,17,0.510951638
1992-04-18,1992,04,18,0.495949864
1992-04-19,1992,04,19,0.596553266
1992-04-20,1992,04,20,0.60104382
1992-04-21,1992,04,21,0.379192799
1992-04-22,1992,04,22,0.41626364
1992-04-23,1992,04,23,0.52341181
1992-04-24,1992,04,24,0.330964804
1992-04-25,1992,04,25,0.241519839
1992-04-26,1992,04,26,0.319915831
1992-04-27,1992,04,27,0.350028813
1992-04-28,1992,04,28,0.45941323
1992-04-29,1992,04,29,0.28010869
1992-04-30,1992,04,30,0.499622196
1992-05-01,1992,04,01,0.519298315
1992-05-02,1992,05,02,0.31219402
1992-05-03,1992,05,03,0.22521472
1992-05-04,1992,05,04,0.230127558
1992-05-05,1992,05,05,0.296403736
1992-05-06,1992,05,06,0.377799302
1992-05-07,1992,05,07,0.285687476
1992-05-08,1992,05,08,0.255737811
1992-05-09,1992,05,09,0.503943503
1992-05-10,1992,05,10,0.355079442
1992-05-11,1992,05,11,0.447315961
1992-05-12,1992,05,12,0.392447084
1992-05-13,1992,05,13,0.365546346
1992-05-14,1992,05,14,0.294033051
1992-05-15,1992,05,15,0.407366157
1992-05-16,1992,05,16,0.334810287
1992-05-17,1992,05,17,0.389067978
1992-05-18,1992,05,18,0.301498771
1992-05-19,1992,05,19,0.405646563
1992-05-20,1992,05,20,0.477873802
1992-05-21,1992,05,21,0.370250642
1992-05-22,1992,05,22,0.379014075
1992-05-23,1992,05,23,0.347780585
1992-05-24,1992,05,24,0.263520449
1992-05-25,1992,05,25,0.316918582
1992-05-26,1992,05,26,0.390679151
1992-05-27,1992,05,27,0.401792139
1992-05-28,1992,05,28,0.293797374
1992-05-29,1992,05,29,0.233909994
1992-05-30,1992,05,30,0.274995297
1992-05-31,1992,05,31,0.346740812
1992-06-01,1992,05,01,0.356533259
1992-06-02,1992,06,02,0.348376215
1992-06-03,1992,06,03,0.304306656
1992-06-04,1992,06,04,0.402371556
1992-06-05,1992,06,05,0.464641035
1992-06-06,1992,06,06,0.382159352
1992-06-07,1992,06,07,0.356203347
1992-06-08,1992,06,08,0.250045478
1992-06-09,1992,06,09,0.227292493
1992-06-10,1992,06,10,0.242924526
1992-06-11,1992,06,11,0.26241684
1992-06-12,1992,06,12,0.330652446
1992-06-13,1992,06,13,0.375053823
1992-06-14,1992,06,14,0.478356332
1992-06-15,1992,06,15,0.509185672
1992-06-16,1992,06,16,0.671805203
1992-06-17,1992,06,17,0.445500493
1992-06-18,1992,06,18,0.357765406
1992-06-19,1992,06,19,0.376848251
1992-06-20,1992,06,20,0.35002774
1992-06-21,1992,06,21,0.281095058
1992-06-22,1992,06,22,0.267245203
1992-06-23,1992,06,23,0.253276736
1992-06-24,1992,06,24,0.288577765
1992-06-25,1992,06,25,0.291021615
1992-06-26,1992,06,26,0.309810311
1992-06-27,1992,06,27,0.242577806
1992-06-28,1992,06,28,0.309753031
1992-06-29,1992,06,29,0.425313592
1992-06-30,1992,06,30,0.537449598
1992-07-01,1992,06,01,0.514262497
1992-07-02,1992,07,02,0.354629636
1992-07-03,1992,07,03,0.396963239
1992-07-04,1992,07,04,0.400698394
1992-07-05,1992,07,05,0.395462155
1992-07-06,1992,07,06,0.421286047
1992-07-07,1992,07,07,0.457332551
1992-07-08,1992,07,08,0.348266631
1992-07-09,1992,07,09,0.32918489
1992-07-10,1992,07,10,0.354983866
1992-07-11,1992,07,11,0.371271104
1992-07-12,1992,07,12,0.318526745
1992-07-13,1992,07,13,0.311288148
1992-07-14,1992,07,14,0.337424964
1992-07-15,1992,07,15,0.294996381
1992-07-16,1992,07,16,0.260389239
1992-07-17,1992,07,17,0.283672005
1992-07-18,1992,07,18,0.2692343
1992-07-19,1992,07,19,0.25586468
1992-07-20,1992,07,20,0.368956357
1992-07-21,1992,07,21,0.505669236
1992-07-22,1992,07,22,0.340787798
1992-07-23,1992,07,23,0.36436525
1992-07-24,1992,07,24,0.277757883
1992-07-25,1992,07,25,0.232589498
1992-07-26,1992,07,26,0.231149778
1992-07-27,1992,07,27,0.250604212
1992-07-28,1992,07,28,0.27247256
1992-07-29,1992,07,29,0.364183873
1992-07-30,1992,07,30,0.319670498
1992-07-31,1992,07,31,0.326349616
1992-08-01,1992,07,01,0.266772658
1992-08-02,1992,08,02,0.260332942
1992-08-03,1992,08,03,0.337271005
1992-08-04,1992,08,04,0.31111747
1992-08-05,1992,08,05,0.277710676
1992-08-06,1992,08,06,0.385074884
1992-08-07,1992,08,07,0.292927951
1992-08-08,1992,08,08,0.30419302
1992-08-09,1992,08,09,0.253868729
1992-08-10,1992,08,10,0.250928879
1992-08-11,1992,08,11,0.249918014
1992-08-12,1992,08,12,0.29460451
1992-08-13,1992,08,13,0.337362379
1992-08-14,1992,08,14,0.280302644
1992-08-15,1992,08,15,0.25470832
1992-08-16,1992,08,16,0.257027656
1992-08-17,1992,08,17,0.30598402
1992-08-18,1992,08,18,0.267343223
1992-08-19,1992,08,19,0.314223558
1992-08-20,1992,08,20,0.237319306
1992-08-21,1992,08,21,0.360566258
1992-08-22,1992,08,22,0.467468888
1992-08-23,1992,08,23,0.377310634
1992-08-24,1992,08,24,0.332999349
1992-08-25,1992,08,25,0.36708203
1992-08-26,1992,08,26,0.350154579
1992-08-27,1992,08,27,0.321808159
1992-08-28,1992,08,28,0.352781177
1992-08-29,1992,08,29,0.369354904
1992-08-30,1992,08,30,0.322393864
1992-08-31,1992,08,31,0.326066315
1992-09-01,1992,08,01,0.396062255
1992-09-02,1992,09,02,0.354316294
1992-09-03,1992,09,03,0.353933424
1992-09-04,1992,09,04,0.540351927
1992-09-05,1992,09,05,0.396055847
1992-09-06,1992,09,06,0.402530521
1992-09-07,1992,09,07,0.426698655
1992-09-08,1992,09,08,0.520323575
1992-09-09,1992,09,09,0.41228947
1992-09-10,1992,09,10,0.338775635
1992-09-11,1992,09,11,0.36721164
1992-09-12,1992,09,12,0.525650799
1992-09-13,1992,09,13,0.476819992
1992-09-14,1992,09,14,0.420374244
1992-09-15,1992,09,15,0.375936717
1992-09-16,1992,09,16,0.358789384
1992-09-17,1992,09,17,0.442565054
1992-09-18,1992,09,18,0.378473401
1992-09-19,1992,09,19,0.296047986
1992-09-20,1992,09,20,0.386392295
1992-09-21,1992,09,21,0.41026637
1992-09-22,1992,09,22,0.321347386
1992-09-23,1992,09,23,0.353500098
1992-09-24,1992,09,24,0.459115803
1992-09-25,1992,09,25,0.503168464
1992-09-26,1992,09,26,0.340994269
1992-09-27,1992,09,27,0.377095222
1992-09-28,1992,09,28,0.337873012
1992-09-29,1992,09,29,0.262040675
1992-09-30,1992,09,30,0.188187361
1992-10-01,1992,09,01,0.211578012
1992-10-02,1992,10,02,0.203032166
1992-10-03,1992,10,03,0.330447584
1992-10-04,1992,10,04,0.314793229
1992-10-05,1992,10,05,0.309982628
1992-10-06,1992,10,06,0.375502199
1992-10-07,1992,10,07,0.643738866
1992-10-08,1992,10,08,0.479149461
1992-10-09,1992,10,09,0.469244987
1992-10-10,1992,10,10,0.287275761
1992-10-11,1992,10,11,0.34157455
1992-10-12,1992,10,12,0.359796017
1992-10-13,1992,10,13,0.456807494
1992-10-14,1992,10,14,0.436921805
1992-10-15,1992,10,15,0.426864296
1992-10-16,1992,10,16,0.404720604
1992-10-17,1992,10,17,0.366002142
1992-10-18,1992,10,18,0.35033679
1992-10-19,1992,10,19,0.353970498
1992-10-20,1992,10,20,0.30829674
1992-10-21,1992,10,21,0.407989025
1992-10-22,1992,10,22,0.317319363
1992-10-23,1992,10,23,0.2533921
1992-10-24,1992,10,24,0.264413953
1992-10-25,1992,10,25,0.336948097
1992-10-26,1992,10,26,0.268990427
1992-10-27,1992,10,27,0.257979482
1992-10-28,1992,10,28,0.327406228
1992-10-29,1992,10,29,0.371498823
1992-10-30,1992,10,30,0.410312533
1992-10-31,1992,10,31,0.448379189
1992-11-01,1992,10,01,0.606397748
1992-11-02,1992,11,02,0.493503451
1992-11-03,1992,11,03,0.619037449
1992-11-04,1992,11,04,0.33984828
1992-11-05,1992,11,05,0.249754116
1992-11-06,1992,11,06,0.296682358
1992-11-07,1992,11,07,0.398907661
1992-11-08,1992,11,08,0.413957864
1992-11-09,1992,11,09,0.42612955
1992-11-10,1992,11,10,0.317775697
1992-11-11,1992,11,11,0.302121699
1992-11-12,1992,11,12,0.365784734
1992-11-13,1992,11,13,0.372988105
1992-11-14,1992,11,14,0.301577866
1992-11-15,1992,11,15,0.298555076
1992-11-16,1992,11,16,0.254103273
1992-11-17,1992,11,17,0.21968019
1992-11-18,1992,11,18,0.188296095
1992-11-19,1992,11,19,0.204013824
1992-11-20,1992,11,20,0.357308805
1992-11-21,1992,11,21,0.338803917
1992-11-22,1992,11,22,0.31369397
1992-11-23,1992,11,23,0.365602076
1992-11-24,1992,11,24,0.446737409
1992-11-25,1992,11,25,0.358324081
1992-11-26,1992,11,26,0.386425644
1992-11-27,1992,11,27,0.333601147
1992-11-28,1992,11,28,0.280191123
1992-11-29,1992,11,29,0.345104396
1992-11-30,1992,11,30,0.511481404
1992-12-01,1992,11,01,0.455186665
1992-12-02,1992,12,02,0.417298555
1992-12-03,1992,12,03,0.462584734
1992-12-04,1992,12,04,0.243887782
1992-12-05,1992,12,05,0.439531147
1992-12-06,1992,12,06,0.462477356
1992-12-07,1992,12,07,0.314178556
1992-12-08,1992,12,08,0.382717222
1992-12-09,1992,12,09,0.617583513
1992-12-10,1992,12,10,0.401454717
1992-12-11,1992,12,11,0.362422287
1992-12-12,1992,12,12,0.274347693
1992-12-13,1992,12,13,0.464281172
1992-12-14,1992,12,14,0.299770296
1992-12-15,1992,12,15,0.307541996
1992-12-16,1992,12,16,0.243260145
1992-12-17,1992,12,17,0.376299381
1992-12-18,1992,12,18,0.395093292
1992-12-19,1992,12,19,0.338256627
1992-12-20,1992,12,20,0.433707654
1992-12-21,1992,12,21,0.407441407
1992-12-22,1992,12,22,0.463589877
1992-12-23,1992,12,23,0.349156052
1992-12-24,1992,12,24,0.470376194
1992-12-25,1992,12,25,0.35889104
1992-12-26,1992,12,26,0.450983763
1992-12-27,1992,12,27,0.391914904
1992-12-28,1992,12,28,0.408035576
1992-12-29,1992,12,29,0.477228254
1992-12-30,1992,12,30,0.518115282
1992-12-31,1992,12,31,0.286756694
1993-01-01,1992,12,01,0.35434702
1993-01-02,1992,01,02,0.480577826
1993-01-03,1992,01,03,0.441994846
1993-01-04,1993,01,04,0.380528778
1993-01-05,1993,01,05,0.356175512
1993-01-06,1993,01,06,0.311359286
1993-01-07,1993,01,07,0.27726692
1993-01-08,1993,01,08,0.39051351
1993-01-09,1993,01,09,0.302124053
1993-01-10,1993,01,10,0.32773447
1993-01-11,1993,01,11,0.462710291
1993-01-12,1993,01,12,0.440199971
1993-01-13,1993,01,13,0.318135351
1993-01-14,1993,01,14,0.330899179
1993-01-15,1993,01,15,0.409207791
1993-01-16,1993,01,16,0.37053445
1993-01-17,1993,01,17,0.248305619
1993-01-18,1993,01,18,0.266287059
1993-01-19,1993,01,19,0.36276114
1993-01-20,1993,01,20,0.508060694
1993-01-21,1993,01,21,0.481016994
1993-01-22,1993,01,22,0.626908779
1993-01-23,1993,01,23,0.452020019
1993-01-24,1993,01,24,0.369468093
1993-01-25,1993,01,25,0.406428814
1993-01-26,1993,01,26,0.292025834
1993-01-27,1993,01,27,0.290586859
1993-01-28,1993,01,28,0.317596555
1993-01-29,1993,01,29,0.27014786
1993-01-30,1993,01,30,0.245388567
1993-01-31,1993,01,31,0.265941828
1993-02-01,1993,01,01,0.350399911
1993-02-02,1993,02,02,0.360646069
1993-02-03,1993,02,03,0.291737288
1993-02-04,1993,02,04,0.171540022
1993-02-05,1993,02,05,0.273072451
1993-02-06,1993,02,06,0.295127004
1993-02-07,1993,02,07,0.253467321
1993-02-08,1993,02,08,0.256779701
1993-02-09,1993,02,09,0.240184218
1993-02-10,1993,02,10,0.462459981
1993-02-11,1993,02,11,0.410871834
1993-02-12,1993,02,12,0.382917076
1993-02-13,1993,02,13,0.358246386
1993-02-14,1993,02,14,0.267136961
1993-02-15,1993,02,15,0.369790137
1993-02-16,1993,02,16,0.374344349
1993-02-17,1993,02,17,0.334182769
1993-02-18,1993,02,18,0.432518631
1993-02-19,1993,02,19,0.495769143
1993-02-20,1993,02,20,0.632146358
1993-02-21,1993,02,21,0.64771229
1993-02-22,1993,02,22,0.562711835
1993-02-23,1993,02,23,0.409879178
1993-02-24,1993,02,24,0.429742724
1993-02-25,1993,02,25,0.347916454
1993-02-26,1993,02,26,0.30044502
1993-02-27,1993,02,27,0.204669237
1993-02-28,1993,02,28,0.217051476
1993-03-01,1993,02,01,0.369702518
1993-03-02,1993,03,02,0.482471853
1993-03-03,1993,03,03,0.376815349
1993-03-04,1993,03,04,0.368032008
1993-03-05,1993,03,05,0.386915445
1993-03-06,1993,03,06,0.477328688
1993-03-07,1993,03,07,0.414884359
1993-03-08,1993,03,08,0.391708821
1993-03-09,1993,03,09,0.511533082
1993-03-10,1993,03,10,0.352425218
1993-03-11,1993,03,11,0.395325601
1993-03-12,1993,03,12,0.465228587
1993-03-13,1993,03,13,0.342291355
1993-03-14,1993,03,14,0.401912659
1993-03-15,1993,03,15,0.57611233
1993-03-16,1993,03,16,0.470315158
1993-03-17,1993,03,17,0.473998785
1993-03-18,1993,03,18,0.374960184
1993-03-19,1993,03,19,0.341683149
1993-03-20,1993,03,20,0.373203546
1993-03-21,1993,03,21,0.399065256
1993-03-22,1993,03,22,0.279536158
1993-03-23,1993,03,23,0.320242554
1993-03-24,1993,03,24,0.255962223
1993-03-25,1993,03,25,0.314674497
1993-03-26,1993,03,26,0.462040544
1993-03-27,1993,03,27,0.549833059
1993-03-28,1993,03,28,0.35911265
1993-03-29,1993,03,29,0.256559432
1993-03-30,1993,03,30,0.390252024
1993-03-31,1993,03,31,0.513771594
1993-04-01,1993,03,01,0.286906421
1993-04-02,1993,04,02,0.399760246
1993-04-03,1993,04,03,0.460368961
1993-04-04,1993,04,04,0.348053664
1993-04-05,1993,04,05,0.426081419
1993-04-06,1993,04,06,0.468090028
1993-04-07,1993,04,07,0.541588604
1993-04-08,1993,04,08,0.446671069
1993-04-09,1993,04,09,0.437946707
1993-04-10,1993,04,10,0.519117475
1993-04-11,1993,04,11,0.412408948
1993-04-12,1993,04,12,0.45493111
1993-04-13,1993,04,13,0.462273628
1993-04-14,1993,04,14,0.337840617
1993-04-15,1993,04,15,0.304722399
1993-04-16,1993,04,16,0.352818519
1993-04-17,1993,04,17,0.400107294
1993-04-18,1993,04,18,0.62788409
1993-04-19,1993,04,19,0.769681513
1993-04-20,1993,04,20,0.337030381
1993-04-21,1993,04,21,0.364156574
1993-04-22,1993,04,22,0.489799649
1993-04-23,1993,04,23,0.6049968
1993-04-24,1993,04,24,0.345244348
1993-04-25,1993,04,25,0.323655128
1993-04-26,1993,04,26,0.374385327
1993-04-27,1993,04,27,0.374801368
1993-04-28,1993,04,28,0.330919117
1993-04-29,1993,04,29,0.402122945
1993-04-30,1993,04,30,0.488052696
1993-05-01,1993,04,01,0.396205693
1993-05-02,1993,05,02,0.280720323
1993-05-03,1993,05,03,0.331576139
1993-05-04,1993,05,04,0.558506966
1993-05-05,1993,05,05,0.5922001
1993-05-06,1993,05,06,0.463281214
1993-05-07,1993,05,07,0.395676911
1993-05-08,1993,05,08,0.382354945
1993-05-09,1993,05,09,0.378245264
1993-05-10,1993,05,10,0.422371924
1993-05-11,1993,05,11,0.412613988
1993-05-12,1993,05,12,0.288677961
1993-05-13,1993,05,13,0.276564479
1993-05-14,1993,05,14,0.340670913
1993-05-15,1993,05,15,0.281825304
1993-05-16,1993,05,16,0.34789148
1993-05-17,1993,05,17,0.334742814
1993-05-18,1993,05,18,0.222791031
1993-05-19,1993,05,19,0.330643833
1993-05-20,1993,05,20,0.300215721
1993-05-21,1993,05,21,0.336885035
1993-05-22,1993,05,22,0.376318753
1993-05-23,1993,05,23,0.361534178
1993-05-24,1993,05,24,0.358782798
1993-05-25,1993,05,25,0.340649545
1993-05-26,1993,05,26,0.414840847
1993-05-27,1993,05,27,0.340140998
1993-05-28,1993,05,28,0.285613984
1993-05-29,1993,05,29,0.294731736
1993-05-30,1993,05,30,0.301135182
